Sample name	Precision taxa
strain_sample_41-kraken2_refseqV205-0.35	0.16071428571428573
strain_sample_41-kraken2_refseqV205-0.45	0.21686746987951808
strain_sample_41-kraken2_refseqV205-0.20	0.021205357142857144
strain_sample_41-kraken2_refseqV205-0.25	0.04398148148148148
strain_sample_41-kraken2_refseqV205-0.15	0.012297734627831715
strain_sample_41-kraken2_refseqV205-0.50	0.23376623376623376
strain_sample_41-kraken2_refseqV205-0.10	0.007503949447077409
strain_sample_41-kraken2_refseqV205-0.55	0.25
strain_sample_41-kraken2_refseqV205-0.30	0.12162162162162163
strain_sample_41-kraken2_refseqV205-0.40	0.19148936170212766
strain_sample_41-kraken2_refseqV205-0.05	0.0030390275111964174
strain_sample_41-kraken2_refseqV205-0.00	0.0007109714114653496
strain_sample_41-kraken2_refseqV205-0.70	0.3050847457627119
strain_sample_41-kraken2_refseqV205-0.65	0.27692307692307694
strain_sample_41-kraken2_refseqV205-0.85	0.4166666666666667
strain_sample_41-kraken2_refseqV205-1.00	0.45
strain_sample_41-kraken2_refseqV205-0.80	0.35714285714285715
strain_sample_41-kraken2_refseqV205-0.90	0.46875
strain_sample_41-kraken2_refseqV205-0.95	0.48
strain_sample_41-kraken2_refseqV205-0.75	0.3125
strain_sample_41-kraken2_refseqV205-0.60	0.2571428571428571
strain_sample_38-kraken2_refseqV205-0.10	0.007293666026871401
strain_sample_38-kraken2_refseqV205-0.05	0.003131179960448253
strain_sample_38-kraken2_refseqV205-0.00	0.0007201334141904185
strain_sample_38-kraken2_refseqV205-0.40	0.19101123595505617
strain_sample_38-kraken2_refseqV205-0.60	0.2830188679245283
strain_sample_38-kraken2_refseqV205-0.45	0.2
strain_sample_38-kraken2_refseqV205-0.50	0.21739130434782608
strain_sample_38-kraken2_refseqV205-0.20	0.021689497716894976
strain_sample_38-kraken2_refseqV205-0.35	0.16666666666666666
strain_sample_38-kraken2_refseqV205-0.70	0.30434782608695654
strain_sample_38-kraken2_refseqV205-0.55	0.2459016393442623
strain_sample_38-kraken2_refseqV205-0.65	0.29411764705882354
strain_sample_38-kraken2_refseqV205-0.30	0.13333333333333333
strain_sample_38-kraken2_refseqV205-0.25	0.04387990762124711
strain_sample_38-kraken2_refseqV205-0.15	0.012210796915167094
strain_sample_38-kraken2_refseqV205-0.75	0.35
strain_sample_38-kraken2_refseqV205-0.80	0.3684210526315789
strain_sample_38-kraken2_refseqV205-1.00	0.4375
strain_sample_38-kraken2_refseqV205-0.85	0.4666666666666667
strain_sample_38-kraken2_refseqV205-0.95	0.52
strain_sample_38-kraken2_refseqV205-0.90	0.5185185185185185
strain_sample_33-kraken2_refseqV205-0.20	0.021111111111111112
strain_sample_33-kraken2_refseqV205-0.25	0.040268456375838924
strain_sample_33-kraken2_refseqV205-0.15	0.012140575079872205
strain_sample_33-kraken2_refseqV205-0.10	0.007361487795428129
strain_sample_33-kraken2_refseqV205-0.05	0.0031198686371100163
strain_sample_33-kraken2_refseqV205-0.00	0.0007148500696038225
strain_sample_33-kraken2_refseqV205-0.40	0.1504424778761062
strain_sample_33-kraken2_refseqV205-0.45	0.16842105263157894
strain_sample_33-kraken2_refseqV205-0.30	0.10493827160493827
strain_sample_33-kraken2_refseqV205-0.65	0.24615384615384617
strain_sample_33-kraken2_refseqV205-0.35	0.1297709923664122
strain_sample_33-kraken2_refseqV205-0.55	0.2191780821917808
strain_sample_33-kraken2_refseqV205-0.50	0.18181818181818182
strain_sample_33-kraken2_refseqV205-0.60	0.2318840579710145
strain_sample_33-kraken2_refseqV205-0.80	0.3902439024390244
strain_sample_33-kraken2_refseqV205-0.85	0.38235294117647056
strain_sample_33-kraken2_refseqV205-0.75	0.32653061224489793
strain_sample_33-kraken2_refseqV205-0.70	0.2711864406779661
strain_sample_33-kraken2_refseqV205-0.95	0.4642857142857143
strain_sample_33-kraken2_refseqV205-1.00	0.631578947368421
strain_sample_33-kraken2_refseqV205-0.90	0.43333333333333335
mouse_sample_15-kraken2_refseqV205-0.20	0.14343845371312308
mouse_sample_15-kraken2_refseqV205-0.30	0.356234096692112
mouse_sample_15-kraken2_refseqV205-0.40	0.45098039215686275
mouse_sample_15-kraken2_refseqV205-0.25	0.21396054628224584
mouse_sample_15-kraken2_refseqV205-0.35	0.4094955489614243
mouse_sample_15-kraken2_refseqV205-0.15	0.09717436250861475
mouse_sample_15-kraken2_refseqV205-0.10	0.06416629010393131
mouse_sample_15-kraken2_refseqV205-0.05	0.025955035642478523
mouse_sample_15-kraken2_refseqV205-0.00	0.005233865320113523
mouse_sample_15-kraken2_refseqV205-0.55	0.5375494071146245
mouse_sample_15-kraken2_refseqV205-0.80	0.6650246305418719
mouse_sample_15-kraken2_refseqV205-0.75	0.6490384615384616
mouse_sample_15-kraken2_refseqV205-0.60	0.5720338983050848
mouse_sample_15-kraken2_refseqV205-0.95	0.7784431137724551
mouse_sample_15-kraken2_refseqV205-0.65	0.5769230769230769
mouse_sample_15-kraken2_refseqV205-0.90	0.7457627118644068
mouse_sample_15-kraken2_refseqV205-1.00	0.8496732026143791
mouse_sample_15-kraken2_refseqV205-0.50	0.518796992481203
mouse_sample_15-kraken2_refseqV205-0.85	0.6947368421052632
mouse_sample_15-kraken2_refseqV205-0.45	0.47750865051903113
mouse_sample_15-kraken2_refseqV205-0.70	0.6108597285067874
strain_sample_56-kraken2_refseqV205-0.25	0.039014373716632446
strain_sample_56-kraken2_refseqV205-0.15	0.012265978050355068
strain_sample_56-kraken2_refseqV205-0.50	0.17346938775510204
